AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,EQDIASQ,SOLIDITY,CONVEX_AREA,EXTENT,ASPECT_RATIO,ROUNDNESS,COMPACTNESS,SHAPEFACTOR_1,SHAPEFACTOR_2,SHAPEFACTOR_3,SHAPEFACTOR_4,MeanRR,MeanRG,MeanRB,StdDevRR,StdDevRG,StdDevRB,SkewRR,SkewRG,SkewRB,KurtosisRR,KurtosisRG,KurtosisRB,EntropyRR,EntropyRG,EntropyRB,ALLdaub4RR,ALLdaub4RG,ALLdaub4RB,Class
-1.4133111273069028,-1.4484583962300186,-1.5502435635023306,-1.235087416201281,0.015078707538399962,-1.445928631085718,0.12357925739487408,-1.421235310345987,0.7218264793717746,-0.039862206763049426,-0.008453367124109408,0.17897604246528304,-0.0004201322822996217,1.3982450918992737,0.15201568493527837,0.27032519025072277,1.6946446111815534,1.8613539356368203,1.3739945554882707,0.9390111128187669,0.5036319287646259,0.958093220607253,-1.4760492461516568,-1.3884405076931443,-0.9683386099396613,-0.0343734625098282,-0.44381143949179347,-0.6500435099420553,-0.2674256495725054,-0.3226459870963993,0.2495939796493178,1.6949037916533891,1.8613734544296252,1.3740614204318289,2
-0.327698936220067,-0.17654310001104614,0.10349878574944532,-0.4863541153166003,0.9170044174822632,-0.21494489816612689,0.2791042823141744,-0.34113300869890684,-1.3579189004910663,-0.02698178066775408,-0.26851562759188186,-0.8277767157110038,-0.03102281127995041,-0.23874065976290912,-0.9076976140504994,0.2342310824402983,-2.1085149282249747,-1.8596335399593988,-1.7778803368044451,-2.399266707300444,-1.7218827276399966,-1.2693390797511,0.8265090522934452,1.7845022137771327,0.1706596737518726,1.2004434460675009,2.979567807544158,-0.05189995901231153,1.4432050758400072,1.4036658477186565,1.313185551948457,-2.1083470501015658,-1.8594879502244743,-1.777695890340878,5
-1.317528935808169,-1.3236380066256945,-1.3892706961679775,-1.152166038137903,0.13079747787081997,-1.3207634868950526,0.3482265156116419,-1.3310226738438562,0.10434287842889177,-0.038582694237026705,-0.014046103908363498,0.060722543885846886,-0.0047919435676782975,1.1643899845189623,0.023695204735184033,0.21876217909296783,-0.11865073793602669,-0.13665652369311557,-0.15513332615048428,0.4059873607435578,0.7153119577906555,1.387595006120401,-0.1553433294360776,-0.23348665858766182,0.1827732855011809,-0.6220510634074023,-0.5679284721617008,-0.3665583808893199,0.8227568581846685,0.863424958336612,0.9124895816110891,-0.11851417918623317,-0.13645240022369348,-0.15460994218873783,2
0.2051267443460334,0.5664927220462511,0.8847510326741476,0.2795959234986314,0.7048533385394936,0.2855616594157655,-4.645854840130474,0.47058807538600744,-1.6685548224377924,-0.030735017410754045,-1.2682173277771331,-1.2896045682712354,-0.03539462256532909,-0.23874065976290912,-1.365373993430835,-5.643952189543757,0.5389535342741585,0.3700881678733502,0.2616825683961836,1.3302911860811937,1.4770425148660449,0.02142135924385284,-0.07727620120143196,-0.32986131221795906,0.1926554424545639,-0.6737568953919074,-0.7839998513390942,-0.3842552194310996,-0.7836125150740615,-0.6274670763238342,-0.3914595243458083,0.5389468391677427,0.36992927201428777,0.2615794823853833,6
0.9916895795686749,0.6027065852760854,0.355192041908632,1.3121388100162135,-1.6424225028112656,0.9480605961145192,0.6535163793421336,0.9515111452074645,0.9510151778812497,-0.05204517308925786,1.4093054076840639,1.415843716796149,-0.07036911284835856,-0.47259576714322066,1.5710263284813208,0.38376381479778815,-0.39450026876401917,-0.2237938105993155,-0.16432847563564898,-0.5408814340219756,-1.1780918986988291,0.38176728278799377,0.42288090009648016,1.5318078719584933,2.704317204896656,0.4558454484958986,1.9837513056330418,2.9642360190161994,0.041441700756499916,-0.20128839350719105,-0.5281527262558945,-0.39447517569241647,-0.2237586138658922,-0.1642820869532321,0
-1.410983605157342,-1.4402279727686924,-1.2865801792758003,-1.4464457467767267,0.8330515841038412,-1.4428357594286405,0.48071079609846157,-1.4273173703420123,0.3676257634934959,-0.028547301876064232,-0.043407972025692416,-0.6999350956251261,0.012695301573836424,1.1643899845189623,-0.7772384591804038,0.38892011591356307,1.0326965948788291,1.0921622980042636,0.9673604939735382,0.6333091240344761,-0.016160345286531465,0.02138072712753742,-1.0095454068900311,-0.951285078826116,-0.6640638095524324,-0.3305934525894806,-0.6289202327367069,-0.6165202304279526,0.221838221407581,0.2530287820042836,0.5029104737787401,1.032682035379351,1.0919887669686605,0.9672384119083817,2
1.1074419111106422,0.7135680794324122,0.41802726918122424,1.4145523545319574,-1.7275098339380446,1.0394355971165448,0.7629599153964598,1.0588874834480018,0.7881207310067477,-0.0524616418722378,1.290459751018685,1.4717744255837197,-0.07474092413373724,-0.47259576714322066,1.63839458058637,0.440483127071318,-0.6066685197940835,-0.41795328931863235,-0.5381518349824105,-0.7712447704679595,-0.1217357369509488,0.44700214553255274,0.40378610251476277,0.35025461845104877,0.6886759656630798,0.23187755521564718,0.04161576907237783,0.3653905346246114,0.2463543815312153,-0.09809491782607402,-0.1959862472637965,-0.6064804812123548,-0.4178052817868306,-0.5378733107350684,3
-1.1968422573091324,-1.139874655263773,-0.9904967194583554,-1.2251898712073888,0.8296480908587703,-1.1688564502422114,0.48647098220658336,-1.2144911382035706,-1.2670010696773897,-0.02859747883786904,-0.21957918072966598,-0.6951410348719044,-0.0004201322822996217,0.6966797697583382,-0.7718917725053993,0.4043890192608878,1.2416786038238217,1.062380709723878,1.2893157985165764,0.6725151612479422,-0.8014149611096189,-0.08875262414566522,-1.448725751269531,-1.2268202135551358,-1.337325599408721,0.0032493336578446265,-0.34801677224849586,-0.49609540230218385,-0.15880560344086536,0.07334205663358412,0.08511726278472413,1.2420611560597252,1.0626472884424052,1.2898285275211165,2
-1.4682034096821492,-1.581755027851633,-1.4794238752996738,-1.4242246420009665,0.5301406852925054,-1.5196830052715813,0.6016747043690314,-1.486872021162821,1.5741811432499886,-0.03343955565203344,0.42078918106731944,-0.33878251888252087,0.012695301573836424,1.3982450918992737,-0.4019010545951279,0.37860751368201323,-0.24891638724415982,-0.2911553342508836,0.10789890461356257,-0.6041015671403602,-0.4850537831489136,-0.18125163693793445,-0.21969596217004222,0.021906173532625944,-0.001799904047489158,-0.4669675844486132,-0.44879852266954867,-0.44847220264910215,0.9850877781664786,1.0497613269062613,0.9602073088688048,-0.24875303303075347,-0.29095461328419203,0.1079369069310008,2
-0.798463566190273,-0.7770163168075062,-0.8833756108949398,-0.5244778302001935,-0.2640077385574364,-0.7053053381478044,0.1639005601517264,-0.8071490687261843,-0.08696339057488497,-0.04263699275085554,0.3494817870680918,0.43625730288811176,-0.026650999994571715,0.6966797697583382,0.436459416045488,0.3218882014084777,0.36334616654447766,0.17336209997606877,0.19770563663819302,0.27088418457822316,0.31084049617293924,-0.42427232462102676,-0.5245797467621042,-0.4339459381386801,-0.38656646671630573,-0.41284654583851593,-0.7290619297017911,-0.5733572095943436,0.21422828642816208,0.3681939317441923,0.43804320145338876,0.3632662751372189,0.1734321998391766,0.1977933552747092,1
